Date,Open,High,Low,Close,Adj Close,Volume,
2020-09-12,1,1.01,0.9972,1,1,"166,272,542",
2020-09-13,1,1.01,0.9952,0.999,0.999,"218,792,964",
2020-09-14,0.9985,1.01,0.9927,1,1,"379,689,973",
2020-09-15,1,1.01,0.9986,1,1,"288,637,969",
2020-09-16,1,1.01,0.999,1,1,"278,592,893",
2020-09-17,1,1.01,0.9983,1,1,"253,268,938",
2020-09-18,1,1.01,0.9973,1,1,"234,236,365",
2020-09-19,1,1.01,0.9977,1,1,"150,179,882",
2020-09-20,1,1.01,0.9988,1,1,"161,627,159",
2020-09-21,1,1.01,0.9984,1,1,"259,389,467",
2020-09-22,1,1.01,0.9984,1,1,"186,351,598",
2020-09-23,1,1,1,1,1,"411,301,100",
2020-09-24,1,1,1,1,1,"494,363,509",
2020-09-25,1,1,0.9999,1,1,"528,538,946",
2020-09-26,1,1,1,1,1,"300,332,966",
2020-09-27,1,1,0.9999,1,1,"301,293,752",
2020-09-28,1,1,1,1,1,"417,194,009",
2020-09-29,1,1,0.9999,1,1,"416,178,921",
2020-09-30,1,1,0.9998,1,1,"381,893,245",
2020-10-01,1,1,0.9996,1,1,"507,208,385",
2020-10-02,1,1,0.9999,1,1,"512,814,958",
2020-10-03,1,1,1,1,1,"219,100,082",
2020-10-04,1,1,1,1,1,"251,474,203",
2020-10-05,1,1,0.9998,1,1,"270,194,213",
2020-10-06,1,1,0.9999,1,1,"498,402,673",
2020-10-07,1,1,1,1,1,"334,103,501",
2020-10-08,1,1,1,1,1,"421,744,454",
2020-10-09,1,1,1,1,1,"407,843,019",
2020-10-10,1,1,0.9999,1,1,"412,341,821",
2020-10-11,1,1,1,1,1,"317,132,109",
2020-10-12,1,1,0.9999,1,1,"526,042,464",
2020-10-13,1,1,0.9996,1,1,"457,041,552",
2020-10-14,1,1,0.9997,1,1,"388,463,687",
2020-10-15,1,1,1,1,1,"432,787,991",
2020-10-16,1,1,1,1,1,"474,669,640",
2020-10-17,1,1,1,1,1,"205,016,094",
2020-10-18,1,1,1,1,1,"189,091,649",
2020-10-19,1,1,1,1,1,"381,333,057",
2020-10-20,1,1,1,1,1,"469,648,699",
2020-10-21,1,1,0.9996,1,1,"818,825,360",
2020-10-22,1,1,0.9998,0.9998,0.9998,"801,649,725",
2020-10-23,0.9998,1,0.9997,1,1,"519,458,876",
2020-10-24,1,1,0.9997,1,1,"297,731,848",
2020-10-25,1,1,0.9999,1,1,"337,611,364",
2020-10-26,1,1,0.9999,1,1,"490,180,714",
2020-10-27,1,1,1,1,1,"552,987,314",
2020-10-28,1,1,1,1,1,"627,736,393",
2020-10-29,1,1,0.9999,0.9999,0.9999,"526,193,503",
2020-10-30,0.9999,1,0.9998,0.9999,0.9999,"624,619,074",
2020-10-31,0.9999,0.9999,0.9998,0.9999,0.9999,"481,499,420",
2020-11-01,0.9999,0.9999,0.9996,0.9999,0.9999,"331,733,822",
2020-11-02,0.9999,0.9999,0.9997,0.9999,0.9999,"612,094,910",
2020-11-03,0.9999,1,0.9998,1,1,"668,530,533",
2020-11-04,1,1,0.9998,1,1,"925,815,474",
2020-11-05,1,1,0.9999,1,1,"648,177,096",
2020-11-06,1,1,0.9996,0.9999,0.9999,"713,627,294",
2020-11-07,0.9999,1,0.9996,0.9999,0.9999,"719,139,368",
2020-11-08,0.9999,0.9999,0.9998,0.9998,0.9998,"424,144,463",
2020-11-09,0.9998,1,0.9997,0.9999,0.9999,"604,717,831",
2020-11-10,0.9999,1,0.9998,0.9999,0.9999,"439,211,621",
2020-11-11,0.9999,1,0.9998,1,1,"507,408,372",
2020-11-12,1,1,1,1,1,"578,697,298",
2020-11-13,1,1,0.9995,0.9999,0.9999,"494,670,224",
2020-11-14,0.9999,1,0.9997,0.9997,0.9997,"378,178,771",
2020-11-15,0.9997,1,0.9996,1,1,"334,843,463",
2020-11-16,1,1,0.9998,0.9999,0.9999,"526,874,208",
2020-11-17,1,1,0.9994,1,1,"744,889,249",
2020-11-18,1,1,0.9996,0.9998,0.9998,"1,007,185,274",
2020-11-19,0.9998,1,0.9995,0.9998,0.9998,"563,403,493",
2020-11-20,0.9998,1,0.9995,0.9997,0.9997,"796,605,453",
2020-11-21,0.9997,1,0.9993,0.9996,0.9996,"922,500,820",
2020-11-22,0.9996,1,0.999,1,1,"1,077,732,675",
2020-11-23,1,1,0.9993,0.9998,0.9998,"1,069,096,718",
2020-11-24,0.9998,1,0.9987,0.9999,0.9999,"1,353,732,455",
2020-11-25,0.9999,1,0.9994,1,1,"935,631,061",
2020-11-26,1,1,0.9994,1,1,"1,811,496,041",
2020-11-27,1,1,0.9999,1,1,"854,164,553",
2020-11-28,1,1,0.9996,0.9997,0.9997,"677,149,040",
2020-11-29,0.9997,1,0.9997,1,1,"555,803,032",
2020-11-30,1,1,0.9992,0.9998,0.9998,"974,368,035",
2020-12-01,0.9998,1,0.999,1,1,"1,287,452,242",
2020-12-02,1,1,0.9996,1,1,"791,769,085",
2020-12-03,1,1,0.9999,1,1,"683,178,968",
2020-12-04,1,1,0.9997,1,1,"668,702,327",
2020-12-05,1,1,0.9999,1,1,"459,956,106",
2020-12-06,1,1,0.9999,1,1,"479,199,167",
2020-12-07,1,1,0.9998,1,1,"415,371,122",
2020-12-08,1,1,0.9995,1,1,"630,991,787",
2020-12-09,1,1,0.9997,1,1,"835,526,729",
2020-12-10,1,1,0.9997,1,1,"598,670,630",
2020-12-11,1,1,0.9999,1,1,"733,773,377",
2020-12-12,1,1,0.9998,1,1,"475,059,076",
2020-12-13,1,1,0.9996,0.9999,0.9999,"569,109,738",
2020-12-14,0.9999,1,0.9997,1,1,"485,421,068",
2020-12-15,1,1,0.9998,1,1,"577,463,424",
2020-12-16,1,1,0.9998,0.9999,0.9999,"1,149,563,901",
2020-12-17,0.9999,1,0.9989,0.9999,0.9999,"1,997,846,833",
2020-12-18,0.9999,1,0.9997,1,1,"997,790,914",
2020-12-19,1,1,0.9999,0.9999,0.9999,"950,542,314",
2020-12-20,0.9999,1,0.9997,1,1,"869,845,584",
2020-12-21,1,1,0.999,0.9997,0.9997,"997,053,516",
2020-12-22,0.9997,1,0.9997,1,1,"1,017,870,060",
2020-12-23,1,1,0.9995,1,1,"1,237,517,824",
2020-12-24,1,1,0.9996,0.9996,0.9996,"958,843,703",
2020-12-25,0.9996,1,0.9996,0.9999,0.9999,"908,532,760",
2020-12-26,0.9999,1,0.999,0.9996,0.9996,"977,229,530",
2020-12-27,0.9996,1,0.9986,1,1,"1,531,006,691",
2020-12-28,1,1,0.9995,0.9998,0.9998,"1,212,615,515",
2020-12-29,0.9999,1,0.9998,1,1,"1,250,162,750",
2020-12-30,1,1,1,1,1,"1,387,769,824",
2020-12-31,1,1,0.9999,1,1,"1,232,196,643",
2021-01-01,1,1,1,1,1,"1,019,539,386",
2021-01-02,1,1,0.9997,0.9998,0.9998,"2,058,671,355",
2021-01-03,0.9998,1,0.9998,0.9999,0.9999,"2,762,332,407",
2021-01-04,0.9998,1,0.9985,0.9998,0.9998,"3,360,230,127",
2021-01-05,0.9998,1,0.9997,1,1,"2,449,868,577",
2021-01-06,1,1,0.999,1,1,"2,793,478,887",
2021-01-07,1,1,0.9998,0.9999,0.9999,"2,983,223,843",
2021-01-08,1,1,0.9996,1,1,"3,240,762,953",
2021-01-09,1,1,0.9998,1,1,"1,969,411,177",
2021-01-10,1,1,0.9962,0.9999,0.9999,"2,741,621,462",
2021-01-11,1,1,0.9984,1,1,"5,115,652,923",
2021-01-12,1,1,0.9996,0.9999,0.9999,"2,617,379,132",
2021-01-13,0.9999,1,0.9995,1,1,"2,450,365,705",
2021-01-14,1,1,0.9997,0.9999,0.9999,"2,397,096,841",
2021-01-15,0.9999,1,0.9992,1,1,"2,849,841,205",
2021-01-16,1,1,0.9998,1,1,"2,295,413,766",
2021-01-17,1,1,0.9996,0.9998,0.9998,"1,881,385,651",
2021-01-18,0.9998,1,0.9998,0.9999,0.9999,"1,607,002,623",
2021-01-19,0.9999,1,0.9996,1,1,"2,471,681,183",
2021-01-20,1,1,0.9997,0.9999,0.9999,"2,733,237,908",
2021-01-21,0.9999,1,0.9996,0.9998,0.9998,"2,979,889,727",
2021-01-22,1,1,0.9996,1,1,"2,866,134,882",
2021-01-23,1,1,0.9997,0.9999,0.9999,"1,456,772,054",
2021-01-24,0.9999,1,0.9997,1,1,"1,516,612,419",
2021-01-25,1,1,0.9996,1,1,"2,291,877,659",
2021-01-26,1,1,0.9998,1,1,"2,619,860,103",
2021-01-27,1,1,0.9995,1,1,"2,645,917,050",
2021-01-28,1,1,0.9995,1,1,"2,565,966,161",
2021-01-29,1,1,0.9987,0.9998,0.9998,"5,470,308,030",
2021-01-30,0.9998,1,0.9997,0.9998,0.9998,"2,381,632,456",
2021-01-31,0.9998,1,0.9998,1,1,"1,905,153,091",
2021-02-01,1,1,0.9998,1,1,"2,259,177,222",
2021-02-02,1,1,0.9997,0.9999,0.9999,"2,425,490,542",
2021-02-03,0.9999,1,0.9997,0.9999,0.9999,"2,330,917,485",
2021-02-04,0.9999,1,0.9995,1,1,"3,172,820,808",
2021-02-05,0.9998,1,0.9995,1,1,"2,643,032,233",
2021-02-06,0.9996,1,0.9995,0.9998,0.9998,"2,865,702,755",
2021-02-07,0.9998,1,0.9994,0.9999,0.9999,"3,035,144,064",
2021-02-08,0.9999,1,0.9993,0.9999,0.9999,"4,161,970,115",
2021-02-09,1,1,0.9992,1,1,"4,595,501,383",
2021-02-10,1,1,0.9996,0.9998,0.9998,"4,767,696,005",
2021-02-11,1,1,0.9997,1,1,"3,435,272,625",
2021-02-12,0.9999,1,0.9997,0.9999,0.9999,"3,551,072,361",
2021-02-13,1,1,0.9997,1,1,"3,124,376,456",
2021-02-14,1,1,0.9995,1,1,"2,726,978,711",
2021-02-15,1,1,0.9997,0.9999,0.9999,"3,587,654,765",
2021-02-16,1,1,0.9996,0.9997,0.9997,"3,226,021,762",
2021-02-17,0.9997,1,0.9996,1,1,"4,139,319,884",
2021-02-18,1,1,0.9997,1,1,"4,568,608,480",
2021-02-19,1,1,0.9997,1,1,"7,053,750,210",
2021-02-20,1,1,0.9996,1,1,"6,560,584,683",
2021-02-21,1,1,0.9997,1,1,"4,639,465,265",
2021-02-22,1,1,0.999,1,1,"7,540,580,311",
2021-02-23,1,1,0.998,1,1,"9,186,814,107",
2021-02-24,0.9999,1,0.9997,1,1,"5,572,865,039",
2021-02-25,1,1,0.9997,0.9997,0.9997,"4,059,219,851",
2021-02-26,0.9997,1,0.9994,1,1,"23,578,135,515",
2021-02-27,1,1,0.9993,1,1,"3,330,177,656",
2021-02-28,1,1,0.9997,0.9999,0.9999,"4,127,750,235",
2021-03-01,0.9999,1,0.9998,1,1,"4,299,984,920",
2021-03-02,1,1,0.9997,1,1,"3,505,670,001",
2021-03-03,1,1,0.9997,0.9999,0.9999,"3,546,107,930",
2021-03-04,0.9999,1,0.9996,1,1,"3,951,898,473",
2021-03-05,1,1,0.9995,0.9999,0.9999,"3,472,489,758",
2021-03-06,0.9999,1,0.9997,1,1,"2,371,262,559",
2021-03-07,1,1,0.9998,0.9999,0.9999,"2,949,208,178",
2021-03-08,0.9999,1,0.9997,1,1,"3,378,462,233",
2021-03-09,1,1,0.9998,1,1,"4,572,061,979",
2021-03-10,1,1,0.9997,0.9999,0.9999,"4,791,103,405",
2021-03-11,0.9999,1,0.9997,0.9999,0.9999,"4,505,703,092",
2021-03-12,0.9999,1,0.9997,1,1,"4,447,846,389",
2021-03-13,1,1,0.9984,1,1,"4,482,729,178",
2021-03-14,1,1,0.9996,0.9998,0.9998,"3,265,374,453",
2021-03-15,0.9998,1,0.9993,1,1,"5,219,843,404",
2021-03-16,0.9999,1,0.9987,1,1,"4,732,074,983",
2021-03-17,1,1,0.9986,0.9988,0.9988,"3,969,179,179",
2021-03-18,0.9988,1,0.9986,1,1,"3,979,545,904",
2021-03-19,1,1,1,1,1,"3,058,562,495",
2021-03-20,1,1,1,1,1,"2,713,906,951",
2021-03-21,1,1,0.9992,1,1,"2,724,515,184",
2021-03-22,1,1,0.9988,1,1,"3,500,459,259",
2021-03-23,1,1,1,1,1,"3,341,348,302",
2021-03-24,1,1,0.9998,1,1,"4,039,309,604",
2021-03-25,1,1,1,1,1,"4,386,998,346",
2021-03-26,1,1,0.9993,1,1,"3,351,756,564",
2021-03-27,1,1,0.9998,1,1,"2,945,334,867",
2021-03-28,1,1,1,1,1,"2,559,940,764",
2021-03-29,1,1,0.9992,1,1,"3,135,519,781",
2021-03-30,1,1,0.9993,1,1,"3,361,845,411",
2021-03-31,1,1,0.9991,0.9996,0.9996,"3,945,694,093",
2021-04-01,0.9997,1,0.9995,1,1,"3,588,559,550",
2021-04-02,1,1,0.9992,1,1,"3,774,515,539",
2021-04-03,1,1,0.9981,1,1,"3,420,729,529",
2021-04-04,1,1.01,1,1,1,"2,849,133,540",
2021-04-05,1,1,0.9998,1,1,"4,181,331,044",
2021-04-06,1,1,0.9993,1,1,"4,797,513,156",
2021-04-07,1,1,1,1,1,"6,256,873,431",
2021-04-08,1,1,1,1,1,"4,555,178,182",
2021-04-09,1,1,1,1,1,"4,245,963,330",
2021-04-10,1,1,0.9982,1,1,"5,696,259,791",
2021-04-11,1,1,0.9995,1,1,"4,657,233,454",
2021-04-12,1,1,0.9999,1,1,"6,781,354,071",
2021-04-13,1,1,0.9991,0.9991,0.9991,"7,773,117,246",
2021-04-14,0.9991,1,0.9989,1,1,"8,069,263,416",
2021-04-15,1,1,0.9997,1,1,"6,612,123,049",
2021-04-16,1,1,0.9992,1,1,"11,217,609,808",
2021-04-17,1,1.01,0.9986,1.01,1.01,"6,905,619,164",
2021-04-18,1.01,1.03,0.9998,1,1,"9,846,263,412",
2021-04-19,0.9999,1,0.9998,1,1,"7,509,179,326",
2021-04-20,1,1,0.9998,1,1,"8,141,972,355",
2021-04-21,1,1,0.9998,1,1,"6,822,678,754",
2021-04-22,0.9999,1,0.9998,1,1,"9,854,348,656",
2021-04-23,1,1,0.9998,1,1,"10,624,521,474",
2021-04-24,1,1,0.9998,0.9998,0.9998,"4,863,225,219",
2021-04-25,0.9998,1,0.9998,1,1,"3,944,841,229",
2021-04-26,0.9999,1,0.9998,0.9998,0.9998,"6,265,219,795",
2021-04-27,0.9999,1,0.9998,1,1,"5,163,377,021",
2021-04-28,1,1,0.9998,1,1,"6,364,375,147",
2021-04-29,1,1,0.9998,0.9998,0.9998,"8,328,494,724",
2021-04-30,1,1,0.9998,0.9998,0.9998,"6,942,297,176",
2021-05-01,1,1,0.9998,1,1,"5,856,041,239",
2021-05-02,0.9999,1,0.9998,1,1,"5,554,351,349",
2021-05-03,1,1,0.9998,1,1,"7,073,629,222",
2021-05-04,0.9999,1,0.9998,1,1,"10,646,936,350",
2021-05-05,1,1,0.9998,0.9998,0.9998,"9,194,410,295",
2021-05-06,1,1,0.9998,0.9999,0.9999,"9,366,883,067",
2021-05-07,0.9998,1,0.9998,1,1,"8,921,639,113",
2021-05-08,1,1,0.9998,1,1,"8,222,638,380",
2021-05-09,1,1,0.9998,1,1,"10,136,124,041",
2021-05-10,0.9999,1,0.9998,0.9998,0.9998,"10,586,296,412",
2021-05-11,1,1,0.9998,0.9999,0.9999,"8,965,873,677",
2021-05-12,0.9998,1,0.9998,1,1,"9,441,833,345",
2021-05-13,0.9998,1,0.9998,1,1,"13,831,041,916",
2021-05-14,1,1,0.9998,1,1,"8,859,316,372",
2021-05-15,1,1,0.9998,1,1,"7,761,285,527",
2021-05-16,1,1,0.9998,1,1,"8,692,146,083",
2021-05-17,1,1,0.9998,1,1,"9,624,218,363",
2021-05-18,1,1,0.9992,0.9999,0.9999,"7,825,910,912",
2021-05-19,1,1,0.998,0.9998,0.9998,"17,767,872,416",
2021-05-20,0.9997,1,0.9993,0.9998,0.9998,"13,673,190,471",
2021-05-21,0.9998,1,0.9993,1,1,"11,081,637,428",
2021-05-22,1,1,0.9998,1,1,"8,164,950,461",
2021-05-23,1,1,0.9998,1,1,"10,714,060,815",
2021-05-24,1,1,0.9997,1,1,"10,018,766,664",
2021-05-25,1,1,0.9995,1,1,"8,153,971,160",
2021-05-26,1,1,0.9997,1,1,"7,284,582,933",
2021-05-27,1,1,0.9998,1,1,"6,052,252,069",
2021-05-28,1,1,0.9997,1,1,"6,902,926,612",
2021-05-29,1,1,0.9996,0.9997,0.9997,"5,389,862,610",
2021-05-30,0.9997,1,0.9991,0.9995,0.9995,"4,800,360,897",
2021-05-31,0.9996,1,0.9993,1,1,"5,877,086,335",
2021-06-01,1,1,0.9998,1,1,"6,202,049,643",
2021-06-02,1,1,1,1,1,"6,082,620,996",
2021-06-03,1,1,1,1,1,"5,966,175,756",
2021-06-04,1,1,0.9999,1,1,"6,536,201,128",
2021-06-05,1,1,0.9998,1,1,"4,848,995,278",
2021-06-06,1,1,0.9998,1,1,"3,062,109,286",
2021-06-07,1,1,0.9996,1,1,"4,730,114,246",
2021-06-08,1,1,0.9999,1,1,"6,433,762,611",
2021-06-09,1,1,0.9996,1,1,"5,908,042,166",
2021-06-10,1,1,0.9997,1,1,"4,707,385,419",
2021-06-11,1,1,0.9995,1,1,"3,875,898,057",
2021-06-12,1,1,0.9999,1,1,"3,743,015,625",
2021-06-13,1,1,0.9994,0.9995,0.9995,"3,725,602,026",
2021-06-14,0.9995,1,0.9994,1,1,"3,969,604,950",
2021-06-15,1,1.01,0.9997,1,1,"4,364,810,062",
2021-06-16,1,1,0.9994,1,1,"3,731,212,018",
2021-06-17,1,1,0.9998,1,1,"3,313,331,305",
2021-06-18,1,1,0.9998,1,1,"3,839,125,679",
2021-06-19,1,1,1,1,1,"2,943,437,562",
2021-06-20,1,1,1,1,1,"4,051,566,709",
2021-06-21,1,1,1,1,1,"6,718,189,284",
2021-06-22,1,1,1,1,1,"7,587,837,603",
2021-06-23,1,1,1,1,1,"6,002,396,695",
2021-06-24,1,1,0.9999,1,1,"3,567,330,381",
2021-06-25,1,1,0.9992,1,1,"4,284,407,270",
2021-06-26,1,1,0.9998,1,1,"4,239,307,997",
2021-06-27,1,1,1,1,1,"3,436,768,803",
2021-06-28,1,1,0.9997,0.9999,0.9999,"4,279,241,621",
2021-06-29,0.9998,1,0.9997,1,1,"4,666,608,001",
2021-06-30,1,1,0.9996,1,1,"4,238,286,929",
2021-07-01,1,1,0.9998,1,1,"4,023,897,602",
2021-07-02,1,1,0.9998,1,1,"3,352,002,469",
2021-07-03,1,1,0.9997,0.9998,0.9998,"2,775,787,401",
2021-07-04,0.9997,1,0.9988,0.9994,0.9994,"3,065,474,877",
2021-07-05,0.9995,1,0.9993,1,1,"3,562,047,992",
2021-07-06,1,1,0.9995,1,1,"4,212,462,179",
2021-07-07,1,1,0.9995,1,1,"3,871,075,106",
2021-07-08,1,1,0.9996,0.9999,0.9999,"4,038,666,375",
2021-07-09,0.9998,1,0.9995,0.9998,0.9998,"3,385,084,749",
2021-07-10,0.9997,1,0.9995,1,1,"2,829,323,388",
2021-07-11,1,1,0.9999,1,1,"2,436,384,434",
2021-07-12,1,1,0.9999,1,1,"3,065,907,077",
2021-07-13,1,1,0.9999,1,1,"3,300,679,362",
2021-07-14,0.9999,1,0.9999,1,1,"3,436,095,101",
2021-07-15,1,1,0.9998,1,1,"3,877,831,361",
2021-07-16,1,1,0.9999,1,1,"3,330,357,077",
2021-07-17,1,1,0.9999,1,1,"2,574,863,759",
2021-07-18,1,1,0.9994,1,1,"2,462,122,283",
2021-07-19,1,1,1,1,1,"3,168,386,937",
2021-07-20,1,1,0.9999,1,1,"3,419,283,044",
2021-07-21,1,1,0.9998,1,1,"4,743,295,748",
2021-07-22,1,1,0.9996,1,1,"3,897,985,070",
2021-07-23,1,1,0.9998,1,1,"4,207,242,349",
2021-07-24,1,1,0.9998,1,1,"4,748,553,795",
2021-07-25,1,1,0.9987,0.9996,0.9996,"3,993,626,075",
2021-07-26,0.9996,1,0.9995,0.9999,0.9999,"8,164,460,491",
2021-07-27,1,1,0.9997,0.9999,0.9999,"5,967,960,628",
2021-07-28,0.9999,1,0.9995,1,1,"5,427,452,146",
2021-07-29,1,1,0.9996,1,1,"3,962,894,769",
2021-07-30,1,1,0.9994,0.9999,0.9999,"4,701,631,435",
2021-07-31,0.9997,1,0.9995,0.9998,0.9998,"3,944,912,743",
2021-08-01,0.9996,1,0.9992,1,1,"4,411,057,513",
2021-08-02,1,1,0.9997,1,1,"4,072,479,956",
2021-08-03,1,1,0.9999,1,1,"3,851,216,798",
2021-08-04,1,1,0.9998,1,1,"3,947,903,950",
2021-08-05,1,1,0.9996,0.9998,0.9998,"5,853,112,561",
2021-08-06,0.9998,1,0.9995,0.9999,0.9999,"5,578,113,135",
2021-08-07,0.9999,1,0.9995,0.9998,0.9998,"6,108,234,130",
2021-08-08,0.9996,1,0.999,0.9995,0.9995,"5,103,610,384",
2021-08-09,0.9996,1,0.9994,0.9999,0.9999,"5,302,160,574",
2021-08-10,0.9999,1,0.9994,0.9999,0.9999,"5,082,250,256",
2021-08-11,1,1,0.9994,1,1,"6,332,095,711",
2021-08-12,1,1,0.9995,1,1,"5,716,848,765",
2021-08-13,1,1,0.9994,0.9997,0.9997,"4,621,529,216",
2021-08-14,0.9998,1,0.9994,0.9999,0.9999,"4,947,235,993",
2021-08-15,0.9998,1,0.9994,0.9998,0.9998,"4,812,455,085",
2021-08-16,0.9999,1,0.9992,1,1,"5,888,144,038",
2021-08-17,1,1,0.9998,1,1,"6,316,304,773",
2021-08-18,1,1,0.9999,1,1,"5,880,049,057",
2021-08-19,1,1,0.9994,0.9998,0.9998,"6,394,280,972",
2021-08-20,0.9997,1,0.9995,1,1,"5,974,506,316",
2021-08-21,1,1,0.9993,1,1,"5,179,448,244",
2021-08-22,1,1,0.9991,1,1,"4,460,714,368",
2021-08-23,1,1,0.9994,1,1,"6,094,083,407",
2021-08-24,1,1,0.9998,1,1,"6,262,741,423",
2021-08-25,1,1,0.9999,1,1,"6,540,774,338",
2021-08-26,1,1,0.9999,1,1,"6,069,686,586",
2021-08-27,1,1,0.9998,1,1,"5,702,328,821",
2021-08-28,1,1,0.9994,1,1,"4,211,028,843",
2021-08-29,1,1,0.9994,1,1,"4,709,122,581",
2021-08-30,1,1,0.9997,1,1,"5,744,607,090",
2021-08-31,1,1,0.9998,1,1,"6,288,421,646",
2021-09-01,1,1,0.9996,1,1,"5,912,049,457",
2021-09-02,1,1,0.9994,1,1,"6,224,459,063",
2021-09-03,0.9999,1,0.9996,0.9999,0.9999,"7,282,244,764",
2021-09-04,0.9998,1,0.9997,1,1,"5,267,509,826",
2021-09-05,0.9999,1,0.9995,0.9998,0.9998,"5,379,863,766",
2021-09-06,0.9998,1,0.9992,0.9994,0.9994,"7,639,143,924",
2021-09-07,0.9994,1,0.9992,1,1,"14,590,983,686",
2021-09-08,1,1,0.9999,1,1,"11,418,064,658",
2021-09-09,1,1,0.9998,1,1,"8,534,711,180",
2021-09-10,1,1,0.9998,1,1,"7,470,738,557",
2021-09-11,1,1,0.9996,1,1,"6,036,529,777",
2021-09-12,1,1,0.999,0.9996,0.9996,"5,308,860,794",
